Village,Treatment,Site,Sci_name,Palatability,Weight,Scientific_name,Family,Life_form,General_terms,x,y,Functional_type,Functional_groups
APA20,bgrnf,APA20bgrnf,Andrographis echioides,Yes,16,Andrographis echioides (L.) Nees,Acanthaceae,Herb,Acanthus family,14.07855213,78.32909996,Annual herb,Forb
APA7,bgrnf,APA7bgrnf,Andrographis echioides,Yes,11,Andrographis echioides (L.) Nees,Acanthaceae,Herb,Acanthus family,14.02257643,78.38102775,Annual herb,Forb
APA8,bgrnf,APA8bgrnf,Andrographis echioides,Yes,13,Andrographis echioides (L.) Nees,Acanthaceae,Herb,Acanthus family,14.02132073,78.3810486,Annual herb,Forb
APC10,bgrnf,APC10bgrnf,Andrographis echioides,Yes,8,Andrographis echioides (L.) Nees,Acanthaceae,Herb,Acanthus family,13.8647888,78.3988028,Annual herb,Forb
APA17,bgrnf,APA17bgrnf,Apluda mutica,Yes,36,Apluda mutica L.,Poaceae,Herb,Grass,14.1183527,78.3349066,Perennial graminoid,Graminoid
APA19,bgrnf,APA19bgrnf,Apluda mutica,Yes,106,Apluda mutica L.,Poaceae,Herb,Grass,14.05936089,78.34454953,Perennial graminoid,Graminoid
APA20,ab,APA20ab,Apluda mutica,Yes,26,Apluda mutica L.,Poaceae,Herb,Grass,14.07351935,78.32029247,Perennial graminoid,Graminoid
APA21,bgrnf,APA21bgrnf,Apluda mutica,Yes,100,Apluda mutica L.,Poaceae,Herb,Grass,14.0087733,78.3203361,Perennial graminoid,Graminoid
APA6,ab,APA6ab,Apluda mutica,Yes,160,Apluda mutica L.,Poaceae,Herb,Grass,14.0322524,78.37958529,Perennial graminoid,Graminoid
APA6,bgrnf,APA6bgrnf,Apluda mutica,Yes,85,Apluda mutica L.,Poaceae,Herb,Grass,14.03027697,78.38398113,Perennial graminoid,Graminoid
APC12,bgrnf,APC12bgrnf,Apluda mutica,Yes,850,Apluda mutica L.,Poaceae,Herb,Grass,13.8937946,78.4132926,Perennial graminoid,Graminoid
APC3,bgrnf,APC3bgrnf,Apluda mutica,Yes,360,Apluda mutica L.,Poaceae,Herb,Grass,13.82903847,78.41240476,Perennial graminoid,Graminoid
APC8,ab,APC8ab,Apluda mutica,Yes,32,Apluda mutica L.,Poaceae,Herb,Grass,13.87320667,78.52529305,Perennial graminoid,Graminoid
APC8,bgrnf,APC8bgrnf,Apluda mutica,Yes,112,Apluda mutica L.,Poaceae,Herb,Grass,13.8733068,78.52803175,Perennial graminoid,Graminoid
APC4,bgrnf,APC4bgrnf,Apocopis mangalorensis,Yes,20,Apocopis mangalorensis (Hochst. ex Steud.) Henrard,Poaceae,Herb,Grass,13.8435626,78.4210518,Annual graminoid,Graminoid
APA8,bgrnf,APA8bgrnf,Aristida adscensionis,Yes,18,Aristida adscensionis L.,Poaceae,Herb,Grass,14.02132073,78.3810486,Annual graminoid,Graminoid
APA17,bgrnf,APA17bgrnf,Aristida funiculata,Yes,198,Aristida funiculata Trin. & Rupr.,Poaceae,Herb,Grass,14.1183527,78.3349066,Annual graminoid,Graminoid
APA10,bgpnf,APA10bgpnf,Aristida hystrix,Yes,21,Aristida hystrix L.f.,Poaceae,Herb,Grass,14.01931795,78.38124299,Perennial graminoid,Graminoid
APA6,bgrnf,APA6bgrnf,Aristida hystrix,Yes,70,Aristida hystrix L.f.,Poaceae,Herb,Grass,14.03027697,78.38398113,Perennial graminoid,Graminoid
APC11,bgrnf,APC11bgrnf,Aristida redacta,Yes,56,Aristida redacta Stapf,Poaceae,Herb,Grass,13.8387583,78.4107094,Annual/perennial graminoid ,Graminoid
APC1,bgrnf,APC1bgrnf,Aristida redacta,Yes,285,Aristida redacta Stapf,Poaceae,Herb,Grass,13.84873331,78.42895372,Annual/perennial graminoid ,Graminoid
APA5,bgrnf,APA5bgrnf,Aristida setacea,Yes,32,Aristida setacea Retz.,Poaceae,Herb,Grass,14.0633389,78.35483416,Annual/perennial graminoid ,Graminoid
APC4,ab,APC4ab,Aristida setacea,Yes,18,Aristida setacea Retz.,Poaceae,Herb,Grass,13.8421781,78.4288606,Annual/perennial graminoid ,Graminoid
APC8,ab,APC8ab,Aristida setacea,Yes,110,Aristida setacea Retz.,Poaceae,Herb,Grass,13.87320667,78.52529305,Annual/perennial graminoid ,Graminoid
APA12,ab,APA12ab,Arundinella nervosa,Yes,280,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,14.0411993,78.3177903,Annual graminoid,Graminoid
APA12,bgrnf,APA12bgrnf,Arundinella nervosa,Yes,12,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,14.0406286,78.3174365,Annual graminoid,Graminoid
APA15,bgpnf,APA15bgpnf,Arundinella nervosa,Yes,150,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,14.07274083,78.36364415,Annual graminoid,Graminoid
APA17,bgpnf,APA17bgpnf,Arundinella nervosa,Yes,135,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,14.1182461,78.3338937,Annual graminoid,Graminoid
APA18,bgpnf,APA18bgpnf,Arundinella nervosa,Yes,134,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,14.05877728,78.33773986,Annual graminoid,Graminoid
APA18,bgrnf,APA18bgrnf,Arundinella nervosa,Yes,430,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,14.05540854,78.34276519,Annual graminoid,Graminoid
APA19,bgrnf,APA19bgrnf,Arundinella nervosa,Yes,45,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,14.05936089,78.34454953,Annual graminoid,Graminoid
APA21,bgpnf,APA21bgpnf,Arundinella nervosa,Yes,145,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,14.0091949,78.3198229,Annual graminoid,Graminoid
APA21,bgrnf,APA21bgrnf,Arundinella nervosa,Yes,320,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,14.0087733,78.3203361,Annual graminoid,Graminoid
APA5,bgrnf,APA5bgrnf,Arundinella nervosa,Yes,285,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,14.0633389,78.35483416,Annual graminoid,Graminoid
APC10,ab,APC10ab,Arundinella nervosa,Yes,290,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.86199189,78.43342618,Annual graminoid,Graminoid
APC12,ab,APC12ab,Arundinella nervosa,Yes,28,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.8698363,78.4179308,Annual graminoid,Graminoid
APC12,bgpnf,APC12bgpnf,Arundinella nervosa,Yes,105,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.89265608,78.41413564,Annual graminoid,Graminoid
APC12,bgrnf,APC12bgrnf,Arundinella nervosa,Yes,1660,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.8937946,78.4132926,Annual graminoid,Graminoid
APC1,ab,APC1ab,Arundinella nervosa,Yes,13,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.85288068,78.44261171,Annual graminoid,Graminoid
APC1,bgrnf,APC1bgrnf,Arundinella nervosa,Yes,86,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.84873331,78.42895372,Annual graminoid,Graminoid
APC2,bgpnf,APC2bgpnf,Arundinella nervosa,Yes,59,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.85048708,78.44295442,Annual graminoid,Graminoid
APC2,bgrnf,APC2bgrnf,Arundinella nervosa,Yes,254,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.89582345,78.47713731,Annual graminoid,Graminoid
APC4,ab,APC4ab,Arundinella nervosa,Yes,19,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.8421781,78.4288606,Annual graminoid,Graminoid
APC4,bgrnf,APC4bgrnf,Arundinella nervosa,Yes,40,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.8435626,78.4210518,Annual graminoid,Graminoid
APC5,bgpnf,APC5bgpnf,Arundinella nervosa,Yes,130,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.81476646,78.41896685,Annual graminoid,Graminoid
APC6,ab,APC6ab,Arundinella nervosa,Yes,33,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.94070434,78.49388343,Annual graminoid,Graminoid
APC7,bgpnf,APC7bgpnf,Arundinella nervosa,Yes,170,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.94232155,78.50763286,Annual graminoid,Graminoid
APC7,bgrnf,APC7bgrnf,Arundinella nervosa,Yes,797,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.93962978,78.49521943,Annual graminoid,Graminoid
APC8,ab,APC8ab,Arundinella nervosa,Yes,65,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.87320667,78.52529305,Annual graminoid,Graminoid
APC8,bgrnf,APC8bgrnf,Arundinella nervosa,Yes,767,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.8733068,78.52803175,Annual graminoid,Graminoid
APC9,bgrnf,APC9bgrnf,Arundinella nervosa,Yes,950,Arundinella nervosa (Roxb.) Nees ex Hook. & Arn.,Poaceae,Herb,Grass,13.87330434,78.52919306,Annual graminoid,Graminoid
APC4,ab,APC4ab,Boerhavia diffusa,No,13,Boerhavia diffusa L.,Nyctaginaceae,Herb,Red spiderling,13.8421781,78.4288606,Perennial herb,Forb
APC1,bgrnf,APC1bgrnf,Bothriochloa pertusa,Yes,9,Bothriochloa pertusa (L.) A.Camus,Poaceae,Herb,Grass,13.84873331,78.42895372,Perennial graminoid,Graminoid
APC2,bgrnf,APC2bgrnf,Bulbostylis barbata,Yes,21,Bulbostylis barbata (Rottb.) C.B.Clarke,Cyperaceae,Herb,Sedge,13.89582345,78.47713731,Annual herb,Graminoid
APA18,bgpnf,APA18bgpnf,Cajanus scarabaeoides,Yes,11,Cajanus scarabaeoides (L.) Thouars,Fabaceae,Climber,Legumes,14.05877728,78.33773986,Annual/perennial herb,Forb
APA20,bgrnf,APA20bgrnf,Cajanus scarabaeoides,Yes,8,Cajanus scarabaeoides (L.) Thouars,Fabaceae,Climber,Legumes,14.07855213,78.32909996,Annual/perennial herb,Forb
APC8,bgrnf,APC8bgrnf,Cajanus scarabaeoides,Yes,76,Cajanus scarabaeoides (L.) Thouars,Fabaceae,Climber,Legumes,13.8733068,78.52803175,Annual/perennial herb,Forb
APC12,bgrnf,APC12bgrnf,Celosia argentea,Yes,22,Celosia argentea L.,Amaranthaceae,Herb,Amaranth family,13.8937946,78.4132926,Annual herb,Forb
APC5,bgpnf,APC5bgpnf,Chamaecrista absus,Yes,6,Chamaecrista absus (L.) H.S.Irwin & Barneby,Fabaceae,Herb,Legumes,13.81476646,78.41896685,Annual herb,Forb
APC1,ab,APC1ab,Chamaecrista pumila,Yes,11,Chamaecrista pumila (Lam.) V.Singh,Fabaceae,Herb,Legumes,13.85288068,78.44261171,Annual/perennial herb,Forb
APC5,bgpnf,APC5bgpnf,Chamaecrista pumila,Yes,6,Chamaecrista pumila (Lam.) V.Singh,Fabaceae,Herb,Legumes,13.81476646,78.41896685,Annual/perennial herb,Forb
APA10,bgpnf,APA10bgpnf,Chrysopogon fulvus,Yes,30,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.01931795,78.38124299,Perennial graminoid,Graminoid
APA10,bgrnf,APA10bgrnf,Chrysopogon fulvus,Yes,22,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.01957255,78.38249092,Perennial graminoid,Graminoid
APA12,bgrnf,APA12bgrnf,Chrysopogon fulvus,Yes,217,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.0406286,78.3174365,Perennial graminoid,Graminoid
APA16,bgrnf,APA16bgrnf,Chrysopogon fulvus,Yes,180,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.1162124,78.340371,Perennial graminoid,Graminoid
APA19,bgrnf,APA19bgrnf,Chrysopogon fulvus,Yes,715,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.05936089,78.34454953,Perennial graminoid,Graminoid
APA1,bgrnf,APA1bgrnf,Chrysopogon fulvus,Yes,209,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.84898235,78.4284124,Perennial graminoid,Graminoid
APA20,ab,APA20ab,Chrysopogon fulvus,Yes,78,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.07351935,78.32029247,Perennial graminoid,Graminoid
APA21,bgpnf,APA21bgpnf,Chrysopogon fulvus,Yes,18,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.0091949,78.3198229,Perennial graminoid,Graminoid
APA21,bgrnf,APA21bgrnf,Chrysopogon fulvus,Yes,16,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.0087733,78.3203361,Perennial graminoid,Graminoid
APA5,bgrnf,APA5bgrnf,Chrysopogon fulvus,Yes,110,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.0633389,78.35483416,Perennial graminoid,Graminoid
APA6,bgrnf,APA6bgrnf,Chrysopogon fulvus,Yes,120,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.03027697,78.38398113,Perennial graminoid,Graminoid
APA7,ab,APA7ab,Chrysopogon fulvus,Yes,145,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.02755862,78.37557542,Perennial graminoid,Graminoid
APA7,bgpnf,APA7bgpnf,Chrysopogon fulvus,Yes,40,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.02114351,78.38002126,Perennial graminoid,Graminoid
APA7,bgrnf,APA7bgrnf,Chrysopogon fulvus,Yes,639,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.02257643,78.38102775,Perennial graminoid,Graminoid
APA8,bgrnf,APA8bgrnf,Chrysopogon fulvus,Yes,299,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,14.02132073,78.3810486,Perennial graminoid,Graminoid
APC10,bgrnf,APC10bgrnf,Chrysopogon fulvus,Yes,39,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.8647888,78.3988028,Perennial graminoid,Graminoid
APC11,ab,APC11ab,Chrysopogon fulvus,Yes,64,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.8371911,78.4106671,Perennial graminoid,Graminoid
APC11,bgrnf,APC11bgrnf,Chrysopogon fulvus,Yes,92,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.8387583,78.4107094,Perennial graminoid,Graminoid
APC13,bgrnf,APC13bgrnf,Chrysopogon fulvus,Yes,35,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.90526646,78.50195839,Perennial graminoid,Graminoid
APC1,ab,APC1ab,Chrysopogon fulvus,Yes,96,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.85288068,78.44261171,Perennial graminoid,Graminoid
APC1,bgrnf,APC1bgrnf,Chrysopogon fulvus,Yes,927,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.84873331,78.42895372,Perennial graminoid,Graminoid
APC2,bgpnf,APC2bgpnf,Chrysopogon fulvus,Yes,180,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.85048708,78.44295442,Perennial graminoid,Graminoid
APC2,bgrnf,APC2bgrnf,Chrysopogon fulvus,Yes,42,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.89582345,78.47713731,Perennial graminoid,Graminoid
APC3,ab,APC3ab,Chrysopogon fulvus,Yes,14,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.8280097,78.4130915,Perennial graminoid,Graminoid
APC3,bgrnf,APC3bgrnf,Chrysopogon fulvus,Yes,48,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.82903847,78.41240476,Perennial graminoid,Graminoid
APC4,bgpnf,APC4bgpnf,Chrysopogon fulvus,Yes,366,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.84584791,78.44843727,Perennial graminoid,Graminoid
APC4,bgrnf,APC4bgrnf,Chrysopogon fulvus,Yes,37,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.8435626,78.4210518,Perennial graminoid,Graminoid
APC5,bgpnf,APC5bgpnf,Chrysopogon fulvus,Yes,24,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.81476646,78.41896685,Perennial graminoid,Graminoid
APC5,bgrnf,APC5bgrnf,Chrysopogon fulvus,Yes,35,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.80497605,78.41399812,Perennial graminoid,Graminoid
APC6,ab,APC6ab,Chrysopogon fulvus,Yes,6,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.94070434,78.49388343,Perennial graminoid,Graminoid
APC6,bgrnf,APC6bgrnf,Chrysopogon fulvus,Yes,185,Chrysopogon fulvus (Spreng.) Chiov.,Poaceae,Herb,Grass,13.94001826,78.49399366,Perennial graminoid,Graminoid
APA18,bgrnf,APA18bgrnf,Crotalaria pusilla,Yes,5,Crotalaria evolvuloides Wight,Fabaceae,Herb,Legumes,14.05540854,78.34276519,Perennial herb,Forb
APC12,ab,APC12ab,Crotalaria pusilla,Yes,9,Crotalaria evolvuloides Wight,Fabaceae,Herb,Legumes,13.8698363,78.4179308,Perennial herb,Forb
APC1,ab,APC1ab,Crotalaria pusilla,Yes,10,Crotalaria evolvuloides Wight,Fabaceae,Herb,Legumes,13.85288068,78.44261171,Perennial herb,Forb
APC2,bgpnf,APC2bgpnf,Crotalaria pusilla,Yes,12,Crotalaria evolvuloides Wight,Fabaceae,Herb,Legumes,13.85048708,78.44295442,Perennial herb,Forb
APC4,ab,APC4ab,Crotalaria pusilla,Yes,12,Crotalaria evolvuloides Wight,Fabaceae,Herb,Legumes,13.8421781,78.4288606,Perennial herb,Forb
APC4,bgrnf,APC4bgrnf,Crotalaria pusilla,Yes,6,Crotalaria evolvuloides Wight,Fabaceae,Herb,Legumes,13.8435626,78.4210518,Perennial herb,Forb
APA10,bgpnf,APA10bgpnf,Crotalaria hebecarpa,Yes,30,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,14.01931795,78.38124299,Annual herb,Forb
APA10,bgrnf,APA10bgrnf,Crotalaria hebecarpa,Yes,17,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,14.01957255,78.38249092,Annual herb,Forb
APA12,ab,APA12ab,Crotalaria hebecarpa,Yes,16,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,14.0411993,78.3177903,Annual herb,Forb
APA17,bgpnf,APA17bgpnf,Crotalaria hebecarpa,Yes,50,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,14.1182461,78.3338937,Annual herb,Forb
APA17,bgrnf,APA17bgrnf,Crotalaria hebecarpa,Yes,26,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,14.1183527,78.3349066,Annual herb,Forb
APA19,bgrnf,APA19bgrnf,Crotalaria hebecarpa,Yes,44,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,14.05936089,78.34454953,Annual herb,Forb
APA20,ab,APA20ab,Crotalaria hebecarpa,Yes,130,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,14.07351935,78.32029247,Annual herb,Forb
APA21,bgpnf,APA21bgpnf,Crotalaria hebecarpa,Yes,20,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,14.0091949,78.3198229,Annual herb,Forb
APA21,bgrnf,APA21bgrnf,Crotalaria hebecarpa,Yes,15,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,14.0087733,78.3203361,Annual herb,Forb
APA6,ab,APA6ab,Crotalaria hebecarpa,Yes,40,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,14.0322524,78.37958529,Annual herb,Forb
APC10,ab,APC10ab,Crotalaria hebecarpa,Yes,12,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.86199189,78.43342618,Annual herb,Forb
APC11,bgrnf,APC11bgrnf,Crotalaria hebecarpa,Yes,87,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.8387583,78.4107094,Annual herb,Forb
APC12,bgpnf,APC12bgpnf,Crotalaria hebecarpa,Yes,95,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.89265608,78.41413564,Annual herb,Forb
APC13,bgpnf,APC13bgpnf,Crotalaria hebecarpa,Yes,74,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.90649864,78.50191729,Annual herb,Forb
APC13,bgrnf,APC13bgrnf,Crotalaria hebecarpa,Yes,86,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.90526646,78.50195839,Annual herb,Forb
APC14,bgrnf,APC14bgrnf,Crotalaria hebecarpa,Yes,21,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.90507205,78.50428427,Annual herb,Forb
APC1,bgrnf,APC1bgrnf,Crotalaria hebecarpa,Yes,286,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.84873331,78.42895372,Annual herb,Forb
APC2,bgrnf,APC2bgrnf,Crotalaria hebecarpa,Yes,18,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.89582345,78.47713731,Annual herb,Forb
APC3,bgrnf,APC3bgrnf,Crotalaria hebecarpa,Yes,24,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.82903847,78.41240476,Annual herb,Forb
APC4,bgpnf,APC4bgpnf,Crotalaria hebecarpa,Yes,28,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.84584791,78.44843727,Annual herb,Forb
APC5,bgpnf,APC5bgpnf,Crotalaria hebecarpa,Yes,6,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.81476646,78.41896685,Annual herb,Forb
APC5,bgrnf,APC5bgrnf,Crotalaria hebecarpa,Yes,9,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.80497605,78.41399812,Annual herb,Forb
APC6,ab,APC6ab,Crotalaria hebecarpa,Yes,59,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.94070434,78.49388343,Annual herb,Forb
APC6,bgrnf,APC6bgrnf,Crotalaria hebecarpa,Yes,230,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.94001826,78.49399366,Annual herb,Forb
APC7,bgrnf,APC7bgrnf,Crotalaria hebecarpa,Yes,11,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.93962978,78.49521943,Annual herb,Forb
APC8,ab,APC8ab,Crotalaria hebecarpa,Yes,146,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.87320667,78.52529305,Annual herb,Forb
APC9,bgrnf,APC9bgrnf,Crotalaria hebecarpa,Yes,69,Crotalaria hebecarpa (DC.) Rudd,Fabaceae,Herb,Legumes,13.87330434,78.52919306,Annual herb,Forb
APA18,bgpnf,APA18bgpnf,Cyanotis tuberosa,No,106,Cyanotis tuberosa (Roxb.) Schult. & Schult.f.,Commelinaceae,Herb,Bengal dayflower,14.05877728,78.33773986,Perennial herb,Forb
APA19,bgrnf,APA19bgrnf,Cyanotis tuberosa,No,31,Cyanotis tuberosa (Roxb.) Schult. & Schult.f.,Commelinaceae,Herb,Bengal dayflower,14.05936089,78.34454953,Perennial herb,Forb
APA1,ab,APA1ab,Cyanotis tuberosa,No,12,Cyanotis tuberosa (Roxb.) Schult. & Schult.f.,Commelinaceae,Herb,Bengal dayflower,14.06974742,78.3350166,Perennial herb,Forb
APA20,bgrnf,APA20bgrnf,Cyanotis tuberosa,No,8,Cyanotis tuberosa (Roxb.) Schult. & Schult.f.,Commelinaceae,Herb,Bengal dayflower,14.07855213,78.32909996,Perennial herb,Forb
APA10,bgrnf,APA10bgrnf,Cyanthillium albicans,Yes,9,Cyanthillium albicans (DC.) H.Rob.,Asteraceae,Herb,Asters,14.01957255,78.38249092,Annual herb,Forb
APA7,bgrnf,APA7bgrnf,Cyanthillium albicans,Yes,10,Cyanthillium albicans (DC.) H.Rob.,Asteraceae,Herb,Asters,14.02257643,78.38102775,Annual herb,Forb
APC1,bgrnf,APC1bgrnf,Cyanthillium albicans,Yes,16,Cyanthillium albicans (DC.) H.Rob.,Asteraceae,Herb,Asters,13.84873331,78.42895372,Annual herb,Forb
APA20,bgrnf,APA20bgrnf,Cyanthillium cinereum,Yes,16,Cyanthillium cinereum (L.) H.Rob.,Asteraceae,Herb,Asters,14.07855213,78.32909996,Annual/perennial herb,Forb
APA10,bgpnf,APA10bgpnf,Cymbopogon sp.,Cymbopogon sp.,2750,Cymbopogon sp.,Poaceae,Herb,Grass,14.01931795,78.38124299,Perennial graminoid,Cymbopogon
APA10,bgrnf,APA10bgrnf,Cymbopogon sp.,Cymbopogon sp.,120,Cymbopogon sp.,Poaceae,Herb,Grass,14.01957255,78.38249092,Perennial graminoid,Cymbopogon
APA12,ab,APA12ab,Cymbopogon sp.,Cymbopogon sp.,1485,Cymbopogon sp.,Poaceae,Herb,Grass,14.0411993,78.3177903,Perennial graminoid,Cymbopogon
APA15,bgpnf,APA15bgpnf,Cymbopogon sp.,Cymbopogon sp.,950,Cymbopogon sp.,Poaceae,Herb,Grass,14.07274083,78.36364415,Perennial graminoid,Cymbopogon
APA17,bgpnf,APA17bgpnf,Cymbopogon sp.,Cymbopogon sp.,2625,Cymbopogon sp.,Poaceae,Herb,Grass,14.1182461,78.3338937,Perennial graminoid,Cymbopogon
APA18,bgpnf,APA18bgpnf,Cymbopogon sp.,Cymbopogon sp.,762,Cymbopogon sp.,Poaceae,Herb,Grass,14.05877728,78.33773986,Perennial graminoid,Cymbopogon
APA18,bgrnf,APA18bgrnf,Cymbopogon sp.,Cymbopogon sp.,13,Cymbopogon sp.,Poaceae,Herb,Grass,14.05540854,78.34276519,Perennial graminoid,Cymbopogon
APA19,ab,APA19ab,Cymbopogon sp.,Cymbopogon sp.,524,Cymbopogon sp.,Poaceae,Herb,Grass,14.06168327,78.34201433,Perennial graminoid,Cymbopogon
APA19,bgrnf,APA19bgrnf,Cymbopogon sp.,Cymbopogon sp.,316,Cymbopogon sp.,Poaceae,Herb,Grass,14.05936089,78.34454953,Perennial graminoid,Cymbopogon
APA20,ab,APA20ab,Cymbopogon sp.,Cymbopogon sp.,1091,Cymbopogon sp.,Poaceae,Herb,Grass,14.07351935,78.32029247,Perennial graminoid,Cymbopogon
