State,District,Habitation,Year,Plot_no,Latitude,Longitude,Fire
Andhra Pradesh,Chittoor,Eguvaboyapalle,2019,8,13.84685833,78.42119167,Yes
Andhra Pradesh,Chittoor,Eguvaboyapalle,2019,7,13.84786167,78.42694167,Yes
Andhra Pradesh,Chittoor,Eguvaboyapalle,2019,6,13.84786333,78.41914167,Yes
Andhra Pradesh,Chittoor,Eguvaboyapalle,2019,9,13.84857833,78.42132833,Yes
Andhra Pradesh,Chittoor,Eguvaboyapalle,2019,3,13.85003667,78.419345,No
Andhra Pradesh,Anantapur,Eguvathoopalle,2019,1,14.029445,78.376225,No
Andhra Pradesh,Anantapur,Eguvathoopalle,2018,1,14.029445,78.376225,Yes
Andhra Pradesh,Anantapur,Eguvathoopalle,2019,6,14.02710395,78.37703282,No
Andhra Pradesh,Anantapur,Eguvathoopalle,2018,6,14.02710395,78.37703282,No
Andhra Pradesh,Anantapur,Eguvathoopalle,2018,7,14.02619773,78.37517981,No
Andhra Pradesh,Anantapur,Eguvathoopalle,2019,8,14.02517376,78.37619357,No
Andhra Pradesh,Anantapur,Eguvathoopalle,2018,8,14.02517376,78.37619357,Yes
Andhra Pradesh,Anantapur,Eguvathoopalle,2018,9,14.02340895,78.37715773,Yes
Andhra Pradesh,Anantapur,Eguvathoopalle,2019,9,14.02340895,78.37715773,Yes
Andhra Pradesh,Anantapur,Eguvathoopalle,2019,10,14.02223716,78.37704503,Yes
Andhra Pradesh,Anantapur,Eguvathoopalle,2018,10,14.02223716,78.37704503,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2017,1,13.93819,78.49401,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2017,10,13.93815,78.49497,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2017,2,13.938956,78.49342,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2017,7,13.94025,78.49638,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2017,5,13.94138,78.4942,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2019,10,13.93609143,78.49490051,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2019,5,13.94138,78.4942,No
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2019,2,13.93879036,78.49339909,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2018,10,13.93407833,78.496165,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2018,7,13.93616833,78.49365167,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2018,5,13.94138,78.4942,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2018,1,13.93809072,78.49392029,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2018,4,13.93887667,78.491955,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2018,8,13.93905971,78.49664365,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2018,3,13.93960959,78.49290993,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2018,6,13.94010292,78.49532502,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2018,2,13.940775,78.49058667,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2018,9,13.93807986,78.49564017,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2019,8,13.93550833,78.4943,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2019,6,13.93694167,78.493415,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2019,9,13.93807986,78.49564017,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2019,4,13.93887667,78.491955,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2019,3,13.93960959,78.49290993,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2019,7,13.93975216,78.49653936,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2019,1,13.941515,78.49009333,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2017,9,13.93881,78.49546,No
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2017,8,13.93948,78.49598,No
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2017,3,13.93967,78.49288,Yes
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2017,6,13.94189,78.49557,No
Andhra Pradesh,Chittoor,Gonupothulavaripalle,2017,4,13.93887667,78.491955,No
Andhra Pradesh,Chittoor,Kotakadapalle,2017,10,13.87203,78.52228,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2017,4,13.87308,78.5258,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2017,1,13.87319,78.52909,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2019,10,13.870855,78.52161333,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2019,4,13.871265,78.519075,No
Andhra Pradesh,Chittoor,Kotakadapalle,2019,3,13.87149167,78.51985833,No
Andhra Pradesh,Chittoor,Kotakadapalle,2019,2,13.87158833,78.52089833,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2019,6,13.87308927,78.52774232,No
Andhra Pradesh,Chittoor,Kotakadapalle,2018,8,13.87024333,78.519455,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2018,9,13.87038833,78.52024667,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2018,10,13.870855,78.52161333,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2018,4,13.871265,78.519075,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2018,3,13.87149167,78.51985833,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2018,1,13.8726609,78.5242778,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2018,2,13.87279276,78.5248352,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2018,7,13.87288183,78.52800598,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2018,5,13.87300166,78.52686902,No
Andhra Pradesh,Chittoor,Kotakadapalle,2018,6,13.87308927,78.52774232,No
Andhra Pradesh,Chittoor,Kotakadapalle,2019,7,13.87027167,78.51882333,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2019,1,13.87178,78.52207833,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2019,8,13.87297653,78.52915925,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2019,5,13.87300166,78.52686902,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2019,9,13.87352632,78.52917031,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2017,8,13.87111,78.52317,No
Andhra Pradesh,Chittoor,Kotakadapalle,2017,9,13.87119,78.5222,No
Andhra Pradesh,Chittoor,Kotakadapalle,2017,7,13.87169,78.52392,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2017,6,13.87234,78.52464,No
Andhra Pradesh,Chittoor,Kotakadapalle,2017,5,13.8728,78.5251,No
Andhra Pradesh,Chittoor,Kotakadapalle,2017,3,13.87321,78.52677,Yes
Andhra Pradesh,Chittoor,Kotakadapalle,2017,2,13.873312,78.528003,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2017,2,13.90234,78.42664,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2017,3,13.90462,78.42632,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2017,4,13.90569,78.42602,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2017,5,13.90701,78.42568,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2017,10,13.9096,78.42547,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2017,1,13.901441,78.426288,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2017,6,13.91008,78.42665,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2017,7,13.9108,78.42735,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2017,9,13.91148,78.42442,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2017,8,13.91175,78.42552,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2018,10,13.90232833,78.42651,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2018,9,13.90342333,78.42642667,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2018,6,13.90687167,78.4254,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2018,5,13.90776,78.42555667,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2018,1,13.908815,78.41952,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2018,2,13.90941167,78.42007,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2018,4,13.90965667,78.42520833,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2018,3,13.91000167,78.42012667,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2018,8,13.91320667,78.42178,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2018,7,13.91336667,78.42056333,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2019,9,13.90342333,78.42642667,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2019,8,13.90490667,78.42604333,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2019,6,13.90687167,78.4254,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2019,5,13.90776,78.42555667,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2019,1,13.908815,78.41952,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2019,2,13.90941167,78.42007,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2019,3,13.91000167,78.42012667,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2019,4,13.91037167,78.419655,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2019,10,13.91323333,78.42344,Yes
Andhra Pradesh,Chittoor,Peddaboyapalle,2019,7,13.91336667,78.42056333,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2017,4,13.80726,78.46545,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2017,3,13.80729,78.46455,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2017,2,13.80779,78.46368,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2017,5,13.80862,78.46495,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2017,7,13.80939,78.46434,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2017,10,13.80941,78.46294,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2017,6,13.80948,78.46549,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2017,8,13.80992,78.46422,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2017,9,13.80998,78.46331,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2019,10,13.80838667,78.46291167,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2019,5,13.80903333,78.46653167,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2019,4,13.809425,78.46572667,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2019,1,13.80952833,78.46293333,No
Andhra Pradesh,Chittoor,Penderuvaripalle,2019,2,13.81009833,78.46356833,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2017,1,13.80841,78.46291,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2018,7,13.80720167,78.46541,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2018,9,13.80729833,78.46392333,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2018,8,13.80757333,78.46474,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2018,10,13.80838667,78.46291167,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2018,4,13.809425,78.46572667,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2018,2,13.81009833,78.46356833,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2018,6,13.80877333,78.46541167,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2018,5,13.80903333,78.46653167,No
Andhra Pradesh,Chittoor,Penderuvaripalle,2018,1,13.80952833,78.46293333,No
Andhra Pradesh,Chittoor,Penderuvaripalle,2018,3,13.80987,78.46429333,No
Andhra Pradesh,Chittoor,Penderuvaripalle,2019,9,13.80729833,78.46392333,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2019,8,13.80757333,78.46474,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2019,6,13.80877333,78.46541167,Yes
Andhra Pradesh,Chittoor,Penderuvaripalle,2019,3,13.80987,78.46429333,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2017,1,14.11854,78.33473,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2017,10,14.113575,78.340787,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2017,9,14.11504,78.34088,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2017,8,14.11669,78.34119,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2017,2,14.11797,78.33556,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2017,7,14.11816,78.34093,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2017,3,14.11828,78.3365,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2017,4,14.11851,78.33713,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2017,5,14.11855,78.33832,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2017,6,14.11986,78.34043,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2019,8,14.11772,78.34228667,No
Andhra Pradesh,Anantapur,Pothulavandlapalli,2019,1,14.11795833,78.33555833,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2019,7,14.11815167,78.340935,No
Andhra Pradesh,Anantapur,Pothulavandlapalli,2019,4,14.118275,78.33647,No
Andhra Pradesh,Anantapur,Pothulavandlapalli,2019,6,14.11985,78.340415,No
Andhra Pradesh,Anantapur,Pothulavandlapalli,2018,8,14.11772,78.34228667,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2018,1,14.11795833,78.33555833,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2018,2,14.11854667,78.33472833,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2018,3,14.11915167,78.33563,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2018,10,14.115015,78.34089833,No
Andhra Pradesh,Anantapur,Pothulavandlapalli,2018,9,14.1167,78.34119,No
Andhra Pradesh,Anantapur,Pothulavandlapalli,2018,7,14.11815167,78.340935,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2018,4,14.118275,78.33647,No
Andhra Pradesh,Anantapur,Pothulavandlapalli,2018,5,14.11856,78.3383,No
Andhra Pradesh,Anantapur,Pothulavandlapalli,2018,6,14.11985,78.340415,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2019,10,14.115015,78.34089833,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2019,9,14.1167,78.34119,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2019,2,14.11854667,78.33472833,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2019,5,14.11856,78.3383,Yes
Andhra Pradesh,Anantapur,Pothulavandlapalli,2019,3,14.11915167,78.33563,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2017,3,13.90702,78.48849,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2017,5,13.90712,78.48506,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2017,4,13.90772,78.48709,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2017,2,13.90944,78.48953,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2017,7,13.91028,78.486,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2017,8,13.91193,78.48664,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2017,10,13.91299,78.48826,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2017,9,13.91316,78.48732,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2017,1,13.91122,78.49042,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,1,13.91181605,78.49044682,No
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,6,13.91304941,78.48930504,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,7,13.91341737,78.48855947,No
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,3,13.91500922,78.49138587,No
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,2,13.91586263,78.4909805,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2018,4,13.90844795,78.48903632,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2018,3,13.90943631,78.48960193,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2018,10,13.91207707,78.48657665,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2018,1,13.9166636,78.48917604,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2018,5,13.9070887,78.48799311,No
Andhra Pradesh,Chittoor,Ramanaickathanda,2018,7,13.90760109,78.4848913,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2018,9,13.91080792,78.48617599,No
Andhra Pradesh,Chittoor,Ramanaickathanda,2018,8,13.91268991,78.48660196,No
Andhra Pradesh,Chittoor,Ramanaickathanda,2018,6,13.91304941,78.48930504,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,1,13.8953068,78.5407651,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,4,13.90844795,78.48903632,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,8,13.90857942,78.4850705,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,2,13.91075084,78.49005841,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,10,13.91207707,78.48657665,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,5,13.91384207,78.49143044,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2019,9,13.91466314,78.48715056,Yes
Andhra Pradesh,Chittoor,Ramanaickathanda,2017,6,13.91499,78.49171,No
Andhra Pradesh,Anantapur,Reddyvaripalle,2017,10,14.05221,78.32459,Yes
Andhra Pradesh,Anantapur,Reddyvaripalle,2017,9,14.05275,78.32418,No
Andhra Pradesh,Anantapur,Reddyvaripalle,2017,8,14.05355,78.32401,Yes
Andhra Pradesh,Anantapur,Reddyvaripalle,2017,7,14.0546,78.32364,No
Andhra Pradesh,Anantapur,Reddyvaripalle,2017,6,14.05535,78.32361,Yes
Andhra Pradesh,Anantapur,Reddyvaripalle,2017,5,14.05608,78.32451,Yes
Andhra Pradesh,Anantapur,Reddyvaripalle,2017,4,14.05642,78.32452,Yes
Andhra Pradesh,Anantapur,Reddyvaripalle,2017,3,14.056668,78.324213,No
Andhra Pradesh,Anantapur,Reddyvaripalle,2017,2,14.056938,78.32449,Yes
Andhra Pradesh,Anantapur,Reddyvaripalle,2017,1,14.056882,78.324065,No
Andhra Pradesh,Anantapur,Seelamvaripalle,2017,10,13.96013,78.34969,Yes
Andhra Pradesh,Anantapur,Seelamvaripalle,2017,9,13.96288,78.34884,No
Andhra Pradesh,Anantapur,Seelamvaripalle,2017,8,13.96392,78.34953,No
Andhra Pradesh,Anantapur,Seelamvaripalle,2017,6,13.964105,78.350767,No
Andhra Pradesh,Anantapur,Seelamvaripalle,2017,7,13.96464,78.35156,No
Andhra Pradesh,Anantapur,Seelamvaripalle,2017,5,13.96509,78.35232,No
Andhra Pradesh,Anantapur,Seelamvaripalle,2017,4,13.96516,78.3534,No
Andhra Pradesh,Anantapur,Seelamvaripalle,2017,3,13.96577,78.35536,No
Andhra Pradesh,Anantapur,Seelamvaripalle,2017,2,13.966044,78.356235,No
Andhra Pradesh,Anantapur,Seelamvaripalle,2017,1,13.966681,78.356638,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2017,10,14.0693,78.31796,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2017,9,14.06985,78.31817,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2017,4,14.07275,78.32004,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2017,5,14.07291,78.32042,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2017,2,14.07402,78.32007,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2017,6,14.07679,78.33007,No
Andhra Pradesh,Anantapur,Singanivaripalle,2017,7,14.07761,78.32959,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2017,1,14.07534,78.31939,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2019,4,14.07277,78.32002167,No
Andhra Pradesh,Anantapur,Singanivaripalle,2019,3,14.07294333,78.32042167,No
Andhra Pradesh,Anantapur,Singanivaripalle,2019,8,14.07678167,78.32998,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2019,9,14.077665,78.329525,No
Andhra Pradesh,Anantapur,Singanivaripalle,2019,10,14.07890667,78.329085,No
Andhra Pradesh,Anantapur,Singanivaripalle,2018,1,14.06927333,78.31801,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2018,3,14.07294333,78.32042167,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2018,6,14.07401333,78.32005333,No
Andhra Pradesh,Anantapur,Singanivaripalle,2018,7,14.07532667,78.31935333,No
Andhra Pradesh,Anantapur,Singanivaripalle,2018,9,14.077665,78.329525,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2018,10,14.07890667,78.329085,Yes
Andhra Pradesh,Anantapur,Singanivaripalle,2018,2,14.06984667,78.31814833,No
